Customer ID,Gender,Age,Subscription Length (Months),Monthly Charges,Total Charges,Payment Method,Contract Type,Internet Service,Customer Support Calls,Churn
CUST0637,Male,44,12,90.9,1090.8,Bank Transfer,Two-Year,Fiber Optic,9,No
CUST0638,Male,34,3,68.57,205.71,Credit Card,One-Year,DSL,5,Yes
CUST0639,Female,60,45,88.68,3990.6,PayPal,One-Year,Fiber Optic,1,No
CUST0640,Female,76,18,10.02,180.36,PayPal,One-Year,DSL,4,No
CUST0641,Female,61,40,25.22,1008.8,Credit Card,Two-Year,Fiber Optic,5,Yes
CUST0642,Female,76,21,45.08,946.68,PayPal,Monthly,DSL,4,No
CUST0643,Female,68,15,44.16,662.4,Bank Transfer,One-Year,Fiber Optic,1,Yes
CUST0644,Male,71,33,30.41,1003.53,Credit Card,Two-Year,Fiber Optic,6,No
CUST0645,Female,41,35,44.35,1552.25,Credit Card,Monthly,No Internet,3,No
CUST0646,Male,42,26,21.6,561.6,Credit Card,One-Year,No Internet,7,No
CUST0647,Male,24,8,47.15,377.2,PayPal,Monthly,DSL,6,Yes
CUST0648,Male,69,36,82.21,2959.56,Credit Card,One-Year,Fiber Optic,6,No
CUST0649,Female,23,48,53.12,2549.76,Credit Card,One-Year,DSL,8,No
CUST0650,Male,70,30,11.62,348.6,Credit Card,One-Year,No Internet,0,No
CUST0651,Male,41,23,47.93,1102.39,PayPal,Monthly,DSL,9,No
CUST0652,Female,50,42,12.45,522.9,Bank Transfer,Two-Year,DSL,5,Yes
CUST0653,Male,66,44,96.96,4266.24,Credit Card,Monthly,No Internet,5,No
CUST0654,Male,46,14,21.47,300.58,Bank Transfer,One-Year,Fiber Optic,5,Yes
CUST0655,Female,60,14,73.69,1031.66,PayPal,Monthly,DSL,5,Yes
CUST0656,Male,39,2,97.55,195.1,PayPal,Two-Year,No Internet,9,No
CUST0657,Male,43,55,84.34,4638.7,PayPal,Monthly,Fiber Optic,6,No
CUST0658,Male,45,37,72.94,2698.78,PayPal,Two-Year,No Internet,9,No
CUST0659,Female,67,5,85.55,427.75,Bank Transfer,Two-Year,DSL,5,No
CUST0660,Female,38,38,98.36,3737.68,Credit Card,Monthly,Fiber Optic,0,No
CUST0661,Female,66,45,65.92,2966.4,PayPal,One-Year,Fiber Optic,2,No
CUST0662,Male,24,41,60.33,2473.53,PayPal,Two-Year,No Internet,1,No
CUST0663,Male,34,54,66.54,3593.16,Bank Transfer,Monthly,No Internet,5,Yes
CUST0664,Female,37,47,57.94,2723.18,Bank Transfer,Two-Year,No Internet,7,No
CUST0665,Male,58,14,67.16,940.24,PayPal,One-Year,Fiber Optic,2,Yes
CUST0666,Male,66,56,50.49,2827.44,Credit Card,Monthly,Fiber Optic,9,No
CUST0667,Female,37,39,29.66,1156.74,Credit Card,Monthly,DSL,7,No
CUST0668,Female,71,25,20.82,520.5,PayPal,Monthly,Fiber Optic,7,No
CUST0669,Male,39,20,16.15,323.0,Bank Transfer,One-Year,DSL,4,No
CUST0670,Male,45,2,33.7,67.4,PayPal,Two-Year,No Internet,7,Yes
CUST0671,Male,78,39,14.15,551.85,PayPal,Monthly,No Internet,5,No
CUST0672,Female,57,6,61.05,366.3,Bank Transfer,Two-Year,Fiber Optic,4,Yes
CUST0673,Female,66,17,35.54,604.18,PayPal,Two-Year,No Internet,8,No
CUST0674,Female,24,59,84.21,4968.39,PayPal,One-Year,No Internet,6,No
CUST0675,Female,18,25,16.68,417.0,PayPal,Monthly,Fiber Optic,7,No
CUST0676,Male,49,57,30.37,1731.09,Bank Transfer,Two-Year,DSL,0,Yes
CUST0677,Female,30,28,75.72,2120.16,Credit Card,Monthly,Fiber Optic,1,Yes
CUST0678,Female,47,2,63.89,127.78,Credit Card,Monthly,DSL,7,Yes
CUST0679,Female,40,35,15.8,553.0,Bank Transfer,One-Year,Fiber Optic,8,No
CUST0680,Female,68,37,88.95,3291.15,Credit Card,Monthly,Fiber Optic,3,No
CUST0681,Female,76,5,88.95,444.75,PayPal,Monthly,No Internet,9,Yes
CUST0682,Male,73,1,39.74,39.74,Credit Card,Two-Year,Fiber Optic,9,No
CUST0683,Male,36,40,40.64,1625.6,PayPal,One-Year,Fiber Optic,8,No
CUST0684,Female,79,12,99.01,1188.12,Credit Card,Monthly,DSL,3,No
CUST0685,Male,49,56,66.36,3716.16,Bank Transfer,Two-Year,No Internet,9,No
CUST0686,Female,47,36,57.82,2081.52,Credit Card,One-Year,DSL,9,No
CUST0687,Female,46,45,85.43,3844.35,Credit Card,One-Year,DSL,9,Yes
CUST0688,Male,66,23,35.68,820.64,Credit Card,Two-Year,No Internet,8,Yes
CUST0689,Male,62,47,48.63,2285.61,Bank Transfer,Two-Year,No Internet,6,Yes
CUST0690,Female,46,31,34.1,1057.1,Credit Card,Two-Year,No Internet,1,No
CUST0691,Female,47,11,81.02,891.22,Bank Transfer,Two-Year,Fiber Optic,8,No
CUST0692,Female,33,10,61.6,616.0,PayPal,Two-Year,No Internet,3,No
CUST0693,Male,57,3,69.29,207.87,Credit Card,Monthly,No Internet,7,Yes
CUST0694,Female,36,54,32.71,1766.34,Bank Transfer,Monthly,No Internet,6,No
CUST0695,Female,35,14,29.82,417.48,Bank Transfer,One-Year,DSL,6,Yes
CUST0696,Female,18,16,53.95,863.2,Credit Card,Monthly,DSL,7,Yes
CUST0697,Male,31,10,76.38,763.8,PayPal,Monthly,Fiber Optic,0,No
CUST0698,Female,68,29,57.27,1660.83,Bank Transfer,Monthly,DSL,4,No
CUST0699,Female,64,10,12.94,129.4,Credit Card,Two-Year,Fiber Optic,1,No
CUST0700,Male,67,12,88.17,1058.04,PayPal,One-Year,DSL,1,No
CUST0701,Female,19,30,15.82,474.6,Bank Transfer,One-Year,No Internet,0,Yes
CUST0702,Female,71,41,96.02,3936.82,Bank Transfer,One-Year,DSL,4,Yes
CUST0703,Male,45,1,12.26,12.26,PayPal,One-Year,Fiber Optic,1,No
CUST0704,Female,66,5,72.5,362.5,PayPal,Monthly,DSL,3,No
CUST0705,Male,67,20,17.4,348.0,Credit Card,Monthly,No Internet,2,No
CUST0706,Male,47,8,91.96,735.68,Credit Card,Two-Year,Fiber Optic,2,No
CUST0707,Female,55,43,51.8,2227.4,Bank Transfer,One-Year,No Internet,1,No
CUST0708,Female,68,12,22.38,268.56,PayPal,Monthly,No Internet,5,Yes
CUST0709,Female,21,1,40.67,40.67,PayPal,Monthly,Fiber Optic,1,Yes
CUST0710,Female,18,57,24.83,1415.31,PayPal,Two-Year,No Internet,7,No
CUST0711,Male,25,54,25.35,1368.9,Bank Transfer,Two-Year,No Internet,7,Yes
CUST0712,Female,46,20,95.33,1906.6,PayPal,Two-Year,DSL,4,No
CUST0713,Male,72,28,50.07,1401.96,PayPal,Monthly,No Internet,9,No
CUST0714,Female,56,57,80.99,4616.43,Bank Transfer,Monthly,No Internet,6,No
CUST0715,Female,20,43,67.56,2905.08,Credit Card,Two-Year,No Internet,3,Yes
CUST0716,Female,49,37,70.88,2622.56,Credit Card,One-Year,No Internet,0,Yes
CUST0717,Male,27,47,21.85,1026.95,Bank Transfer,Two-Year,Fiber Optic,1,No
CUST0718,Female,27,37,31.08,1149.96,PayPal,Two-Year,DSL,9,No
CUST0719,Female,36,12,80.81,969.72,Bank Transfer,Two-Year,No Internet,9,No
CUST0720,Female,63,37,97.37,3602.69,Credit Card,Two-Year,No Internet,3,No
CUST0721,Female,51,49,33.64,1648.36,Credit Card,Monthly,Fiber Optic,0,No
CUST0722,Male,77,49,34.44,1687.56,Bank Transfer,One-Year,No Internet,7,No
CUST0723,Female,50,56,52.56,2943.36,Bank Transfer,Two-Year,Fiber Optic,8,No
CUST0724,Male,40,44,98.55,4336.2,Credit Card,One-Year,DSL,3,No
CUST0725,Male,72,56,34.21,1915.76,Bank Transfer,One-Year,DSL,9,No
CUST0726,Male,45,28,46.63,1305.64,Credit Card,One-Year,No Internet,2,Yes
CUST0727,Male,49,47,90.23,4240.81,Bank Transfer,Two-Year,No Internet,1,No
CUST0728,Male,67,15,10.26,153.9,Bank Transfer,Monthly,No Internet,4,No
CUST0729,Male,24,6,13.58,81.48,Bank Transfer,Two-Year,Fiber Optic,2,No
CUST0730,Female,46,44,64.37,2832.28,Credit Card,One-Year,No Internet,9,No
CUST0731,Male,25,59,91.66,5407.94,Bank Transfer,One-Year,No Internet,6,No
CUST0732,Male,18,20,31.5,630.0,Credit Card,Monthly,DSL,5,No
CUST0733,Male,74,50,52.27,2613.5,Credit Card,Two-Year,No Internet,0,No
CUST0734,Female,72,14,50.54,707.56,Bank Transfer,One-Year,DSL,7,No
CUST0735,Female,20,2,52.57,105.14,Bank Transfer,Monthly,No Internet,1,No
CUST0736,Male,41,9,66.03,594.27,Credit Card,One-Year,DSL,4,No
CUST0737,Female,40,37,52.28,1934.36,Credit Card,Monthly,No Internet,8,No
CUST0738,Male,76,20,50.27,1005.4,PayPal,Monthly,DSL,7,Yes
CUST0739,Male,78,26,52.69,1369.94,Credit Card,Two-Year,Fiber Optic,1,No
CUST0740,Female,25,29,63.18,1832.22,PayPal,One-Year,DSL,8,Yes
CUST0741,Male,71,1,58.33,58.33,PayPal,Two-Year,DSL,4,No
CUST0742,Female,74,55,86.87,4777.85,PayPal,One-Year,DSL,9,Yes
CUST0743,Female,64,35,14.45,505.75,Bank Transfer,Two-Year,No Internet,5,No
CUST0744,Male,54,6,85.0,510.0,Bank Transfer,One-Year,No Internet,2,No
CUST0745,Male,20,37,85.95,3180.15,Credit Card,Two-Year,No Internet,2,Yes
CUST0746,Female,68,53,35.64,1888.92,PayPal,Monthly,Fiber Optic,9,Yes
CUST0747,Male,50,59,51.66,3047.94,Bank Transfer,One-Year,Fiber Optic,7,Yes
CUST0748,Male,45,5,49.47,247.35,Bank Transfer,One-Year,DSL,9,No
CUST0749,Male,64,33,29.67,979.11,Bank Transfer,Monthly,Fiber Optic,9,No
CUST0750,Female,25,49,45.71,2239.79,Bank Transfer,Two-Year,DSL,1,Yes
CUST0751,Female,51,51,13.99,713.49,Bank Transfer,One-Year,DSL,1,Yes
CUST0752,Male,52,14,35.0,490.0,PayPal,One-Year,DSL,4,No
CUST0753,Female,49,12,83.5,1002.0,PayPal,Two-Year,Fiber Optic,5,Yes
CUST0754,Female,41,42,35.61,1495.62,PayPal,Monthly,No Internet,1,No
CUST0755,Female,31,20,83.64,1672.8,PayPal,Two-Year,Fiber Optic,4,Yes
CUST0756,Female,49,53,57.84,3065.52,Credit Card,Two-Year,DSL,6,No
CUST0757,Female,73,50,89.19,4459.5,PayPal,Two-Year,DSL,9,Yes
CUST0758,Male,63,24,61.73,1481.52,Bank Transfer,One-Year,Fiber Optic,9,No
CUST0759,Male,60,59,12.67,747.53,PayPal,Monthly,DSL,7,Yes
CUST0760,Male,33,43,70.79,3043.97,Credit Card,Monthly,DSL,6,No
CUST0761,Female,21,34,14.04,477.36,Bank Transfer,Two-Year,Fiber Optic,7,No
CUST0762,Female,69,25,50.55,1263.75,PayPal,One-Year,Fiber Optic,8,No
CUST0763,Male,54,50,93.65,4682.5,PayPal,Two-Year,Fiber Optic,4,No
CUST0764,Female,71,29,24.87,721.23,PayPal,One-Year,DSL,4,No
CUST0765,Male,38,57,45.09,2570.13,Bank Transfer,One-Year,DSL,9,No
CUST0766,Male,31,39,75.69,2951.91,Bank Transfer,One-Year,No Internet,3,No
CUST0767,Male,48,31,89.4,2771.4,Credit Card,One-Year,No Internet,8,Yes
CUST0768,Female,72,56,70.38,3941.28,Bank Transfer,Monthly,Fiber Optic,4,No
CUST0769,Female,65,47,33.24,1562.28,Bank Transfer,One-Year,No Internet,1,No
CUST0770,Male,35,43,70.71,3040.53,PayPal,One-Year,DSL,9,Yes
CUST0771,Male,24,50,36.71,1835.5,Bank Transfer,Two-Year,No Internet,7,Yes
CUST0772,Male,27,23,74.66,1717.18,PayPal,Two-Year,DSL,6,Yes
CUST0773,Male,24,44,95.86,4217.84,PayPal,Monthly,Fiber Optic,7,No
CUST0774,Female,50,38,74.93,2847.34,Bank Transfer,Two-Year,Fiber Optic,2,Yes
CUST0775,Female,40,20,87.66,1753.2,Credit Card,One-Year,DSL,3,Yes
CUST0776,Male,38,23,10.19,234.37,Credit Card,Two-Year,No Internet,4,Yes
CUST0777,Male,36,45,74.58,3356.1,Bank Transfer,Monthly,Fiber Optic,5,No
CUST0778,Female,65,52,84.66,4402.32,Credit Card,Two-Year,Fiber Optic,0,No
CUST0779,Female,78,16,13.65,218.4,PayPal,Two-Year,No Internet,3,No
CUST0780,Male,36,50,88.44,4422.0,PayPal,Monthly,No Internet,9,Yes
CUST0781,Male,53,42,33.1,1390.2,Bank Transfer,Monthly,DSL,4,Yes
CUST0782,Male,46,55,69.88,3843.4,Credit Card,One-Year,No Internet,6,No
CUST0783,Female,77,8,82.03,656.24,Credit Card,Two-Year,No Internet,4,No
CUST0784,Female,35,50,69.64,3482.0,PayPal,One-Year,No Internet,0,No
CUST0785,Female,19,21,18.31,384.51,Bank Transfer,Two-Year,DSL,6,Yes
CUST0786,Male,18,1,63.67,63.67,Credit Card,Two-Year,DSL,7,No
CUST0787,Male,64,55,59.46,3270.3,Bank Transfer,One-Year,Fiber Optic,6,No
CUST0788,Female,22,8,91.03,728.24,Credit Card,Two-Year,DSL,3,Yes
CUST0789,Female,37,29,46.38,1345.02,PayPal,Two-Year,Fiber Optic,7,Yes
CUST0790,Male,28,32,38.9,1244.8,PayPal,Two-Year,No Internet,4,No
CUST0791,Female,59,38,77.49,2944.62,Bank Transfer,Monthly,Fiber Optic,9,No
CUST0792,Female,19,5,47.14,235.7,PayPal,One-Year,Fiber Optic,8,No
CUST0793,Male,20,47,68.15,3203.05,Credit Card,Monthly,No Internet,9,No
CUST0794,Female,40,22,68.18,1499.96,PayPal,One-Year,Fiber Optic,4,No
CUST0795,Male,72,47,89.92,4226.24,Bank Transfer,One-Year,DSL,0,Yes
CUST0796,Male,29,34,63.88,2171.92,Bank Transfer,Two-Year,DSL,8,No
CUST0797,Male,37,1,55.19,55.19,Bank Transfer,One-Year,DSL,4,No
CUST0798,Male,22,55,22.5,1237.5,Credit Card,Monthly,DSL,5,Yes
CUST0799,Male,54,55,20.42,1123.1,Credit Card,Monthly,Fiber Optic,3,No
CUST0800,Male,55,26,23.89,621.14,Credit Card,Monthly,Fiber Optic,5,Yes
CUST0801,Male,47,43,25.47,1095.21,Credit Card,One-Year,No Internet,7,No
CUST0802,Female,26,10,67.41,674.1,Credit Card,Monthly,Fiber Optic,2,No
CUST0803,Male,51,30,76.69,2300.7,PayPal,One-Year,Fiber Optic,4,No
CUST0804,Male,70,50,57.7,2885.0,Credit Card,Monthly,Fiber Optic,1,No
CUST0805,Female,61,18,84.61,1522.98,Credit Card,Monthly,No Internet,1,Yes
CUST0806,Female,52,17,99.21,1686.57,PayPal,One-Year,DSL,6,No
CUST0807,Female,69,26,83.8,2178.8,Credit Card,Monthly,Fiber Optic,9,No
CUST0808,Male,75,8,72.54,580.32,Bank Transfer,Two-Year,No Internet,9,No
CUST0809,Female,39,47,57.92,2722.24,Credit Card,One-Year,No Internet,9,No
CUST0810,Male,61,40,50.4,2016.0,Credit Card,One-Year,No Internet,5,No
CUST0811,Male,41,49,17.6,862.4,Bank Transfer,One-Year,DSL,3,Yes
CUST0812,Male,34,12,45.94,551.28,Bank Transfer,Two-Year,Fiber Optic,4,No
CUST0813,Male,27,27,91.91,2481.57,Bank Transfer,One-Year,No Internet,0,Yes
CUST0814,Female,47,8,82.72,661.76,Bank Transfer,Monthly,DSL,6,Yes
CUST0815,Female,73,25,29.44,736.0,Credit Card,Monthly,No Internet,7,No
CUST0816,Male,76,46,51.99,2391.54,Bank Transfer,Monthly,No Internet,8,No
CUST0817,Male,63,4,83.51,334.04,Bank Transfer,One-Year,No Internet,7,Yes
CUST0818,Male,40,33,16.06,529.98,PayPal,Monthly,No Internet,4,No
CUST0819,Female,49,1,44.87,44.87,Bank Transfer,One-Year,No Internet,2,Yes
CUST0820,Male,34,19,86.67,1646.73,Bank Transfer,Monthly,DSL,9,No
CUST0821,Male,67,31,46.35,1436.85,PayPal,Two-Year,Fiber Optic,8,No
CUST0822,Female,68,16,16.99,271.84,PayPal,Two-Year,Fiber Optic,5,No
CUST0823,Female,34,14,58.83,823.62,Credit Card,Two-Year,Fiber Optic,4,Yes
CUST0824,Male,31,53,87.56,4640.68,PayPal,Two-Year,Fiber Optic,2,No
CUST0825,Female,26,48,63.13,3030.24,Credit Card,One-Year,DSL,5,No
CUST0826,Female,57,5,30.37,151.85,PayPal,Monthly,DSL,2,No
CUST0827,Male,19,41,44.58,1827.78,PayPal,Two-Year,DSL,9,No
CUST0828,Female,62,26,50.51,1313.26,Credit Card,One-Year,No Internet,5,No
CUST0829,Male,42,28,62.13,1739.64,PayPal,Two-Year,No Internet,3,Yes
CUST0830,Female,56,2,78.34,156.68,Credit Card,Two-Year,No Internet,1,No
CUST0831,Male,26,50,18.9,945.0,PayPal,One-Year,Fiber Optic,7,No
CUST0832,Male,71,6,90.07,540.42,Bank Transfer,One-Year,No Internet,3,Yes
CUST0833,Male,39,9,11.11,99.99,PayPal,Monthly,Fiber Optic,8,No
CUST0834,Female,60,33,43.3,1428.9,Credit Card,Monthly,No Internet,6,Yes
CUST0835,Male,63,41,12.47,511.27,PayPal,Two-Year,Fiber Optic,1,No
CUST0836,Female,21,25,45.37,1134.25,Credit Card,Two-Year,No Internet,3,No
CUST0837,Male,43,48,57.32,2751.36,Credit Card,Monthly,No Internet,4,No
CUST0838,Male,75,13,56.05,728.65,Bank Transfer,Monthly,DSL,2,No
CUST0839,Female,46,9,24.91,224.19,Bank Transfer,One-Year,No Internet,8,Yes
CUST0840,Male,62,53,68.12,3610.36,Credit Card,Monthly,No Internet,4,No
CUST0841,Male,51,13,14.03,182.39,PayPal,Monthly,DSL,1,Yes
CUST0842,Female,40,31,78.57,2435.67,Credit Card,Two-Year,Fiber Optic,2,No
CUST0843,Male,54,41,95.2,3903.2,Credit Card,Monthly,DSL,8,Yes
CUST0844,Male,28,11,40.58,446.38,PayPal,Two-Year,DSL,6,No
CUST0845,Male,23,4,56.55,226.2,PayPal,Monthly,Fiber Optic,1,No
CUST0846,Male,35,34,44.1,1499.4,PayPal,One-Year,No Internet,8,No
CUST0847,Female,38,38,10.6,402.8,PayPal,Monthly,Fiber Optic,3,No
CUST0848,Female,59,46,44.73,2057.58,Credit Card,Monthly,No Internet,8,No
CUST0849,Male,53,4,81.25,325.0,Credit Card,Monthly,No Internet,1,No
CUST0850,Female,58,38,63.64,2418.32,Bank Transfer,Two-Year,Fiber Optic,9,Yes
CUST0851,Male,55,19,19.11,363.09,Credit Card,One-Year,DSL,3,No
CUST0852,Female,51,6,86.24,517.44,PayPal,Monthly,Fiber Optic,4,Yes
CUST0853,Male,34,34,57.8,1965.2,Bank Transfer,Two-Year,No Internet,1,Yes
CUST0854,Male,54,18,85.76,1543.68,PayPal,One-Year,Fiber Optic,9,No
CUST0855,Male,42,13,62.22,808.86,Credit Card,Two-Year,Fiber Optic,0,Yes
CUST0856,Male,55,41,60.37,2475.17,Bank Transfer,Two-Year,No Internet,6,Yes
CUST0857,Male,75,23,19.47,447.81,PayPal,One-Year,DSL,9,Yes
CUST0858,Male,29,19,25.06,476.14,Bank Transfer,Monthly,Fiber Optic,0,Yes
CUST0859,Female,40,45,97.48,4386.6,Bank Transfer,Two-Year,No Internet,7,Yes
CUST0860,Male,70,11,30.56,336.16,Credit Card,Two-Year,No Internet,2,No
CUST0861,Female,59,1,97.97,97.97,PayPal,Monthly,Fiber Optic,9,Yes
CUST0862,Male,39,24,57.87,1388.88,Bank Transfer,Monthly,DSL,5,No
CUST0863,Female,38,54,22.22,1199.88,Bank Transfer,One-Year,Fiber Optic,6,Yes
CUST0864,Female,44,7,18.94,132.58,PayPal,One-Year,DSL,9,No
CUST0865,Female,74,25,28.8,720.0,Bank Transfer,One-Year,DSL,0,Yes
CUST0866,Male,48,21,93.31,1959.51,Bank Transfer,Monthly,DSL,5,No
CUST0867,Male,23,15,47.27,709.05,Bank Transfer,Two-Year,DSL,6,No
CUST0868,Female,44,1,45.59,45.59,PayPal,Two-Year,Fiber Optic,5,Yes
CUST0869,Male,57,12,38.19,458.28,PayPal,One-Year,No Internet,3,No
CUST0870,Female,51,58,23.24,1347.92,PayPal,Monthly,No Internet,0,No
CUST0871,Male,29,7,53.91,377.37,PayPal,Two-Year,No Internet,8,Yes
CUST0872,Female,62,15,21.7,325.5,Credit Card,One-Year,No Internet,3,No
CUST0873,Female,74,21,85.19,1788.99,Bank Transfer,Two-Year,No Internet,6,No
CUST0874,Male,70,19,43.34,823.46,PayPal,Two-Year,No Internet,6,No
CUST0875,Female,24,29,43.73,1268.17,Bank Transfer,Monthly,Fiber Optic,1,No
CUST0876,Male,27,25,52.66,1316.5,Bank Transfer,Monthly,DSL,0,No
CUST0877,Female,62,33,49.97,1649.01,Credit Card,Two-Year,No Internet,7,No
CUST0878,Female,34,49,99.54,4877.46,PayPal,One-Year,Fiber Optic,7,No
CUST0879,Male,43,32,59.08,1890.56,PayPal,Monthly,No Internet,6,No
CUST0880,Male,38,49,17.94,879.06,Bank Transfer,Two-Year,No Internet,7,Yes
CUST0881,Male,45,35,64.62,2261.7,PayPal,Monthly,DSL,2,No
CUST0882,Female,79,44,23.64,1040.16,Bank Transfer,Monthly,DSL,1,Yes
CUST0883,Male,75,38,12.78,485.64,Bank Transfer,Monthly,DSL,6,Yes
CUST0884,Female,63,26,97.37,2531.62,Credit Card,Two-Year,No Internet,7,No
CUST0885,Female,19,11,79.62,875.82,Credit Card,One-Year,No Internet,0,No
CUST0886,Male,77,35,98.21,3437.35,Credit Card,One-Year,No Internet,9,Yes
CUST0887,Male,71,8,53.01,424.08,Bank Transfer,One-Year,DSL,8,No
CUST0888,Female,60,46,57.9,2663.4,PayPal,Monthly,Fiber Optic,3,No
CUST0889,Female,18,14,25.15,352.1,Credit Card,Two-Year,No Internet,3,No
CUST0890,Male,68,10,32.22,322.2,PayPal,Monthly,No Internet,2,No
CUST0891,Male,70,2,85.47,170.94,Credit Card,One-Year,No Internet,5,No
CUST0892,Male,53,46,42.06,1934.76,Credit Card,One-Year,Fiber Optic,0,Yes
CUST0893,Male,68,9,84.41,759.69,Bank Transfer,Two-Year,No Internet,5,Yes
CUST0894,Male,43,3,73.81,221.43,Credit Card,Monthly,Fiber Optic,1,No
CUST0895,Female,46,21,25.95,544.95,Credit Card,One-Year,No Internet,8,Yes
CUST0896,Female,38,26,55.67,1447.42,Bank Transfer,Two-Year,Fiber Optic,1,No
CUST0897,Female,28,8,70.96,567.68,PayPal,Monthly,No Internet,6,No
CUST0898,Female,57,48,31.15,1495.2,Credit Card,Monthly,DSL,0,No
CUST0899,Male,28,2,84.76,169.52,Bank Transfer,One-Year,DSL,6,Yes
CUST0900,Male,53,6,59.03,354.18,Credit Card,One-Year,DSL,4,No
CUST0901,Male,66,28,24.87,696.36,Bank Transfer,Monthly,DSL,7,No
CUST0902,Female,76,53,62.47,3310.91,PayPal,Monthly,No Internet,3,No
CUST0903,Female,56,29,99.97,2899.13,PayPal,One-Year,DSL,9,Yes
CUST0904,Male,57,26,23.55,612.3,Bank Transfer,Monthly,Fiber Optic,6,No
CUST0905,Male,52,25,83.51,2087.75,Bank Transfer,One-Year,DSL,5,No
CUST0906,Female,71,12,28.66,343.92,Bank Transfer,Monthly,DSL,4,No
CUST0907,Female,51,5,80.41,402.05,PayPal,One-Year,DSL,3,No
CUST0908,Male,72,34,76.11,2587.74,Credit Card,Two-Year,No Internet,6,Yes
CUST0909,Male,64,48,37.04,1777.92,PayPal,One-Year,DSL,4,Yes
CUST0910,Female,41,37,39.32,1454.84,Bank Transfer,One-Year,Fiber Optic,4,No
CUST0911,Male,71,15,81.33,1219.95,Bank Transfer,Two-Year,DSL,0,No
CUST0912,Male,39,44,51.53,2267.32,PayPal,Monthly,DSL,1,No
CUST0913,Male,22,36,75.77,2727.72,Bank Transfer,Two-Year,DSL,4,Yes
CUST0914,Female,73,15,23.32,349.8,PayPal,One-Year,Fiber Optic,2,Yes
CUST0915,Female,50,43,86.73,3729.39,Bank Transfer,Monthly,DSL,1,Yes
CUST0916,Female,75,48,73.98,3551.04,Credit Card,Two-Year,Fiber Optic,3,Yes
CUST0917,Female,53,23,91.62,2107.26,Credit Card,Monthly,Fiber Optic,3,No
CUST0918,Female,64,6,21.91,131.46,Bank Transfer,Monthly,DSL,3,No
CUST0919,Female,37,46,63.37,2915.02,PayPal,Two-Year,Fiber Optic,3,Yes
CUST0920,Female,36,50,63.92,3196.0,Credit Card,Monthly,No Internet,2,No
CUST0921,Male,52,44,41.81,1839.64,PayPal,Two-Year,DSL,6,Yes
CUST0922,Male,69,59,51.26,3024.34,Bank Transfer,One-Year,DSL,8,No
CUST0923,Male,60,43,13.42,577.06,PayPal,Monthly,Fiber Optic,4,Yes
CUST0924,Male,34,45,77.13,3470.85,Credit Card,One-Year,Fiber Optic,3,No
CUST0925,Male,79,21,59.44,1248.24,PayPal,One-Year,DSL,1,No
CUST0926,Male,76,23,15.2,349.6,PayPal,Monthly,No Internet,1,No
CUST0927,Male,62,43,71.27,3064.61,Bank Transfer,Two-Year,Fiber Optic,4,No
CUST0928,Female,60,55,52.01,2860.55,Bank Transfer,Monthly,Fiber Optic,6,No
CUST0929,Female,51,16,13.1,209.6,Bank Transfer,One-Year,No Internet,9,No
CUST0930,Male,26,47,97.26,4571.22,Credit Card,One-Year,No Internet,9,Yes
CUST0931,Male,43,53,95.42,5057.26,Credit Card,Two-Year,DSL,8,No
CUST0932,Female,19,15,56.16,842.4,Bank Transfer,Monthly,No Internet,6,No
CUST0933,Male,70,25,18.43,460.75,Bank Transfer,One-Year,DSL,4,Yes
CUST0934,Male,26,36,77.92,2805.12,Credit Card,One-Year,No Internet,9,No
CUST0935,Female,26,11,54.27,596.97,Credit Card,One-Year,Fiber Optic,9,No
CUST0936,Male,57,51,37.22,1898.22,Credit Card,Two-Year,DSL,9,No
CUST0937,Female,34,15,54.23,813.45,Credit Card,One-Year,DSL,5,No
CUST0938,Male,18,4,57.02,228.08,Bank Transfer,One-Year,DSL,2,No
CUST0939,Female,42,21,60.64,1273.44,Credit Card,Monthly,No Internet,4,No
CUST0940,Female,78,13,49.71,646.23,Bank Transfer,Monthly,Fiber Optic,7,No
CUST0941,Female,60,22,64.52,1419.44,PayPal,One-Year,DSL,0,No
CUST0942,Male,57,19,92.69,1761.11,PayPal,One-Year,DSL,0,No
CUST0943,Female,59,34,42.6,1448.4,Credit Card,Monthly,DSL,6,No
CUST0944,Male,42,14,75.31,1054.34,PayPal,Two-Year,DSL,4,No
CUST0945,Male,56,4,90.5,362.0,PayPal,Two-Year,Fiber Optic,4,No
CUST0946,Male,52,48,51.04,2449.92,PayPal,Two-Year,No Internet,0,No
CUST0947,Male,20,53,49.91,2645.23,Credit Card,Two-Year,Fiber Optic,8,No
CUST0948,Female,67,52,64.19,3337.88,Credit Card,Two-Year,DSL,0,No
CUST0949,Female,54,46,63.23,2908.58,PayPal,Two-Year,Fiber Optic,4,No
CUST0950,Male,61,27,82.59,2229.93,Bank Transfer,Two-Year,DSL,9,Yes
CUST0951,Male,61,29,52.88,1533.52,PayPal,Two-Year,No Internet,8,No
CUST0952,Female,68,47,99.65,4683.55,Credit Card,Monthly,No Internet,3,No
CUST0953,Male,47,28,15.35,429.8,Credit Card,Two-Year,No Internet,7,Yes
CUST0954,Female,55,35,10.29,360.15,Credit Card,Two-Year,DSL,5,Yes
CUST0955,Male,51,8,67.62,540.96,PayPal,Two-Year,Fiber Optic,2,No
CUST0956,Male,29,16,36.86,589.76,Bank Transfer,One-Year,No Internet,3,Yes
